candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM
101,41.997071338107496,141.73474925190422,157.8081281480773,18.82246509821009,144.6404729601079,0.3,1.5388013,27.827219,1.5834812412867527,27.97544975963216
102,37.65869961459519,141.43141627483593,155.77101172052718,37.94784304389799,144.41467769143236,0.3,1.5256438,28.39503,1.5722969221971117,28.989483256291965
103,44.69176377347724,142.52641913858432,153.05034464594112,36.698206394203524,139.79726406189505,0.3,1.5131835,27.950129,1.5339298946920157,28.296507455933725
104,42.78750903965795,142.53673053136515,155.23568758791896,20.835742746627947,142.5127486302788,0.3,1.5653911,27.855787,1.5830323961066082,28.00141786775686
105,42.168901891589954,139.68841628843933,152.8508911866281,23.89598874575865,146.77774999161457,0.3,1.5800666,28.747372,1.6153765893441858,29.008322592738995
106,39.49361502143789,139.06206029543475,157.78579538390127,31.17992950806621,135.23462146836644,0.3,1.4676346,27.000698,1.4672407620952113,26.992699298266093
107,37.72241561845159,142.7823875064878,161.8175412199132,35.609471231058464,154.8520752085207,0.3,1.5673255,29.005302,1.6095314292785377,29.34515950739497
108,35.963909621534995,141.7151995279147,155.62698702931107,28.8439859286725,136.75601520730186,0.3,1.51522,27.391085,1.535794808807335,27.59637443824518
109,44.02602396543841,143.00488700107414,160.58439348523808,28.25977683965913,153.77727063876495,0.3,1.576866,28.713324,1.6056484249207261,28.88791972023729
110,39.55776289833611,140.6347785180037,152.4278086884566,20.393348332961594,154.60479520655812,0.3,1.642357,29.586527,1.7100684207543284,30.184871267352253
111,37.0236336479523,142.96121678296456,157.05018514452553,32.47751805219339,154.43856526909903,0.3,1.6026719,29.413725,1.6626236615843202,29.913443346264575
112,38.05956624150652,138.76359396951693,158.5446816265586,27.98660118135862,153.16244208997733,0.3,1.5776888,29.031008,1.6205358351119536,29.40802474551906
113,40.79219568941896,141.10182281006584,155.19227016689044,20.08639304237869,147.55505401167127,0.3,1.6051959,28.68564,1.6262663533742652,28.782593631408286
114,36.767727829392314,140.63367652733115,152.98347204440967,36.24636612380016,140.71328415248203,0.3,1.5321276,28.160597,1.571177414215959,28.838818775471683
115,43.56614284092375,138.16322460742666,154.17900405450695,22.747896799584602,142.3884734251307,0.3,1.5373073,27.92462,1.5576934173019783,28.12596455821549
116,42.585195298352104,139.11449357339475,152.70009748327678,28.65429775315291,152.00046231662185,0.3,1.610903,29.548986,1.6428325471999607,29.87994146832928
117,42.194629559509366,138.91736075611666,160.88219668883437,34.68085459130842,139.0499634006141,0.3,1.4561508,27.133797,1.4531897028121663,27.167647828196014
118,39.320930397751034,138.45404644230777,152.0458204196697,31.497319287268574,137.0770826636226,0.3,1.5003877,27.594337,1.531157922913533,28.082329492888388
119,41.27308840702443,142.89074537789023,152.693720714829,22.692160239517808,137.70704692470846,0.3,1.5530746,27.530876,1.5692685476433095,27.75314207721026
120,40.84097968912736,142.9768359238558,159.95689774359747,37.992395980971935,153.35790710255634,0.3,1.555188,29.052752,1.597919408830303,29.39208240700506
121,41.4984660155482,142.6087499830336,154.99730049979047,19.857542178462705,144.37294673131382,0.3,1.5829551,28.147154,1.6084383361645025,28.33049022324433
122,35.84444321139889,143.0944043573696,155.64759857375608,34.10868564329138,153.65730205935574,0.3,1.6199411,29.486769,1.673615544076036,30.145771189071997
123,39.1580740217061,142.3033210868384,155.06687020858848,27.283173070567464,146.84814671007638,0.3,1.5698216,28.721613,1.6166697983346583,28.92595922256098
124,35.416141738618926,142.81090535050848,160.90706765787397,19.44336259809817,143.5835177331006,0.3,1.5427879,27.44819,1.572229864448262,27.622966808580262
125,39.93990819244519,139.13815564766787,161.2873888853069,22.85273897853014,140.3762652959508,0.3,1.4915558,27.08155,1.4976684845491102,27.04298984960437
126,38.29861212332786,139.4344192967034,161.28813745118012,19.666444405576343,141.78610050220794,0.3,1.5198056,27.276167,1.524565273475866,27.24012717250385
