Neighborhood,candidate_A,candidate_B,BF_physical_A,BF_physical_B,Delta_physical_A,Delta_physical_B,BF_gap,Delta_gap,BF_inversion_XGB,BF_inversion_RSM,Delta_inversion_XGB,Delta_inversion_RSM,Pareto_involved
closest_1pct,11106,2666,1.4776135506829866,1.4781070734658468,26.43509636119633,26.4303045077442,0.0004935227828601896,0.004791853452129402,True,False,True,True,False
closest_1pct,11106,19366,1.4776135506829866,1.4792169442283818,26.43509636119633,26.437062156409947,0.001603393545395182,0.001965795213617838,False,True,False,True,False
closest_1pct,11106,17669,1.4776135506829866,1.4802444658284335,26.43509636119633,26.384897675221243,0.002630915145446888,0.05019868597508648,False,False,True,False,True
closest_1pct,11106,56,1.4776135506829866,1.4818585066397034,26.43509636119633,26.45694951638421,0.004244955956716812,0.021853155187880446,False,False,False,False,False
closest_1pct,11106,13533,1.4776135506829866,1.4827782146825532,26.43509636119633,26.39144621686948,0.00516466399956661,0.04365014432685044,False,False,False,False,True
closest_1pct,11106,5553,1.4776135506829866,1.4833174198270551,26.43509636119633,26.46092143603572,0.005703869144068507,0.025825074839389117,False,True,False,True,False
closest_1pct,11106,15421,1.4776135506829866,1.4861769398082918,26.43509636119633,26.483470765683094,0.008563389125305187,0.04837440448676489,False,False,False,False,False
closest_1pct,11106,9416,1.4776135506829866,1.4863839455144836,26.43509636119633,26.42679073041928,0.008770394831496997,0.008305630777048378,False,False,True,False,False
closest_1pct,11106,19475,1.4776135506829866,1.4872190253190882,26.43509636119633,26.41064514675304,0.009605474636101619,0.024451214443288904,False,False,True,False,True
closest_1pct,22322,2666,1.4777596982503405,1.4781070734658468,26.3882874732243,26.4303045077442,0.0003473752155063181,0.04201703451990113,False,False,True,False,False
closest_1pct,22322,19366,1.4777596982503405,1.4792169442283818,26.3882874732243,26.437062156409947,0.0014572459780413105,0.04877468318564837,False,True,True,False,False
closest_1pct,22322,17669,1.4777596982503405,1.4802444658284335,26.3882874732243,26.384897675221243,0.0024847675780930167,0.003389798003055944,False,False,False,False,True
