L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_RSM,Delta_BF_RSM,BF_physical,Delta_BF_physical,CL_physical,CT_physical,CL_CT_physical,BF_error_percent,Delta_BF_error_percent,BF_change_percent,Delta_BF_change_pp,Delta_BF_change_percent
35.16096111593682,142.82536629450456,156.09362265305742,18.341903803518225,137.63693175052472,0.3,1.5723687199971668,27.435883165494577,1.5589379548758067,27.3454846873536,1.0880378994056235,0.47090005547018315,2.3105495248227186,0.8615330122249841,0.33057917668865633,0.010358677920456942,-0.7758645974964402,-2.7589878054479615
35.58789661567016,142.922132592727,155.75289836775315,18.672470495139518,137.77203314269943,0.3,1.5750744109586532,27.49599832469408,1.5607778127235763,27.391888409097014,1.0901445184772545,0.47063329424632194,2.316335312024674,0.9159918931785145,0.3800757145407039,0.12839085662027347,-0.729460875753027,-2.593975375662409
37.2232892758528,142.9035839494288,152.15082622065555,18.64548159570414,135.05408383603205,0.3,1.5798634183133973,27.529830771332374,1.56887545848671,27.453540242828563,1.0968930090812734,0.4719824494054366,2.3240122815224296,0.7003717068329934,0.27788958301558303,0.6478781490329188,-0.667809042021478,-2.374740398325233
36.2961344787823,142.88935002396178,152.76178245539035,19.120043234907072,136.1872076063435,0.3,1.5860213004848656,27.65774960746349,1.5721445354912968,27.54472698728938,1.1007858331359766,0.47135870235532035,2.335346367077743,0.8826647092744694,0.41032398043467616,0.8575988519973439,-0.576622297560661,-2.0504787722661217
36.467337209814836,142.61198713584793,152.03749007019178,18.734525990597444,135.5588842985787,0.3,1.585769716506415,27.64456152216032,1.5736122287134744,27.550610684698064,1.1019167912453836,0.4716954374680909,2.3360768489941686,0.7725847302851847,0.3410118147197257,0.9517555983386843,-0.5707386001519765,-2.0295562434461614
37.229113240154476,142.73765625037197,153.298606461997,18.508601640313945,137.51667993587014,0.3,1.588668045734559,27.73050014395778,1.5738663949953065,27.60707288475462,1.1030832936968047,0.4707831012985018,2.343081751775518,0.9404642469220958,0.4470856425757526,0.9680610971754757,-0.5142764000954223,-1.8287756923970964
40.92214789200693,142.89767441919938,152.4551653799524,18.08909761709431,138.28144396065113,0.3,1.589629271483827,27.800196982992336,1.5749556146105896,27.683955740445814,1.1051849767258892,0.4697706378847004,2.352605479351274,0.9316870099139513,0.4198866796217834,1.0379376718414486,-0.43739354440422673,-1.5553789399424942
35.321718236508126,142.4309283181078,152.4097485570892,18.515099370921376,136.9523136821229,0.3,1.5976176783016367,27.83469976639633,1.5825632132941385,27.704780955744816,1.1108859469692105,0.47167726632492796,2.3551822957775244,0.9512710064934469,0.46894003911831744,1.5259870330362058,-0.4165683291052247,-1.4813241174371554
36.09457127542794,143.14341334398503,154.398907574108,19.441259319931067,139.9509075946399,0.3,1.6034919516039343,27.995346260294443,1.5833025992293988,27.805240878179376,1.1131444552631533,0.4701581439662454,2.3675958175959417,1.2751417438689117,0.6837034174527001,1.5734207698026426,-0.316108406670665,-1.1240869115798924
35.87830171982813,142.37601837206125,153.42558293021452,18.68603001094141,139.38162885398017,0.3,1.605181800075886,28.03151451159449,1.5867955800447702,27.85781120664046,1.1165058324821286,0.4702897475626415,2.3740807412209484,1.1587012380383006,0.6235353655947884,1.7975055469471055,-0.2635380782095815,-0.9371459226231322
